major_code,special_name,special_type,type_name,catalog_level,level2_name,level3_name,civil_service_fit_score,civil_service_fit_level,exam_scope,direct_role_count,direct_exact_role_count,direct_broad_role_count,direct_no_major_limit_role_count,direct_quasi_three_unlimited_role_count,direct_exact_role_pct,direct_broad_role_pct,direct_no_major_limit_role_pct,direct_quasi_three_unlimited_role_pct,position_match_profile,suitable_role_types,direct_plan_num_sum,direct_weighted_competition_ratio,direct_low_restriction_role_count,direct_central_role_count,direct_central_role_pct,direct_central_avg_competition_ratio,direct_provincial_role_count,direct_provincial_role_pct,direct_provincial_avg_competition_ratio,direct_city_role_count,direct_city_role_pct,direct_city_avg_competition_ratio,direct_county_or_below_role_count,direct_county_or_below_role_pct,direct_county_or_below_avg_competition_ratio,graduate_path_role_count,textual_all_role_count,textual_exact_role_match_count,textual_broad_role_match_count,textual_opportunity_level,upgrade_or_graduate_potential_level,fit_basis,tier1_head_research_reading,tier2_regional_reading,tier3_applied_vocational_reading,sample_departments,sample_job_names
020306T,信用管理,本科(普通),,本科,经济学,金融学类,63.4,较强适配,2026国考职位表/中央机关及直属机构口径（第三方镜像）,4721.0,0.0,4721.0,0.0,0.0,0.0,100.0,0.0,0.0,主要靠专业大类/门类岗位,税务系统(3842)；财政审计金融监管(822)；公安/移民/基层执法(35)；海关/边检(18)；统计调查(15)；交通海事民航铁路(4),9779.0,74.38,3601.0,3.0,0.1,59.5,73.0,1.5,85.64,483.0,10.2,89.88,4162.0,88.2,84.09,324.0,5045.0,0.0,5045.0,very_high,升学后较强潜力,主要来自专业类/学科门类宽口径匹配，报考前必须核官方专业目录。,头部院校优势主要体现在保研/读研后进入更高层级岗位。,区域重点/特色院校可重点面向省市县税务、执法、市场监管和事业单位路径。,应用本科可走县区基层、行政执法和地方单位，学校层级不宜夸大。,上海出入境边防检查总站|上海市公安局特勤局|上海市邮政管理局|中国人民银行|中国人民银行云南省分行|中国人民银行内蒙古自治区分行|中国人民银行北京市分行|中国人民银行吉林省分行,一级主任科员及以下|一级主任科员及以下一|一级主任科员及以下（一）|一级主任科员及以下（三）|一级主任科员及以下（二）|一级主办及以下|一级主办及以下(一)|一级主办及以下(二)
020307T,经济与金融,本科(普通),,本科,经济学,金融学类,75.2,强适配,2026国考职位表/中央机关及直属机构口径（第三方镜像）,4732.0,11.0,4721.0,0.0,0.0,0.2,99.8,0.0,0.0,主要靠专业大类/门类岗位,税务系统(3842)；财政审计金融监管(833)；公安/移民/基层执法(35)；海关/边检(18)；统计调查(15)；交通海事民航铁路(4),9791.0,74.33,3609.0,3.0,0.1,59.5,73.0,1.5,85.64,489.0,10.3,89.13,4167.0,88.1,84.05,324.0,5056.0,11.0,5045.0,very_high,升学后较强潜力,存在专业代码或专业名称精确匹配，并有直接学历兼容岗位。,头部院校可把该专业作为中央/省级机关、选调和研究生岗位的主赛道之一。,区域重点/特色院校可重点面向省市县税务、执法、市场监管和事业单位路径。,应用本科可走县区基层、行政执法和地方单位，学校层级不宜夸大。,上海出入境边防检查总站|上海市公安局特勤局|上海市邮政管理局|中国人民银行|中国人民银行云南省分行|中国人民银行内蒙古自治区分行|中国人民银行北京市分行|中国人民银行吉林省分行,一级主任科员及以下|一级主任科员及以下一|一级主任科员及以下（一）|一级主任科员及以下（三）|一级主任科员及以下（二）|一级主办及以下|一级主办及以下(一)|一级主办及以下(二)
020308T,精算学,本科(普通),,本科,经济学,金融学类,77.7,强适配,2026国考职位表/中央机关及直属机构口径（第三方镜像）,4740.0,19.0,4721.0,0.0,0.0,0.4,99.6,0.0,0.0,主要靠专业大类/门类岗位,税务系统(3842)；财政审计金融监管(826)；公安/移民/基层执法(36)；海关/边检(33)；统计调查(15)；交通海事民航铁路(4),9800.0,74.49,3615.0,3.0,0.1,59.5,73.0,1.5,85.64,491.0,10.4,89.15,4173.0,88.0,84.4,325.0,5065.0,20.0,5045.0,very_high,升学后较强潜力,存在专业代码或专业名称精确匹配，并有直接学历兼容岗位。,头部院校可把该专业作为中央/省级机关、选调和研究生岗位的主赛道之一。,区域重点/特色院校可重点面向省市县税务、执法、市场监管和事业单位路径。,应用本科可走县区基层、行政执法和地方单位，学校层级不宜夸大。,上海出入境边防检查总站|上海市公安局特勤局|上海市邮政管理局|中国人民银行|中国人民银行云南省分行|中国人民银行内蒙古自治区分行|中国人民银行北京市分行|中国人民银行吉林省分行,一级主任科员及以下|一级主任科员及以下一|一级主任科员及以下（一）|一级主任科员及以下（三）|一级主任科员及以下（二）|一级主办及以下|一级主办及以下(一)|一级主办及以下(二)
020309T,互联网金融,本科(普通),,本科,经济学,金融学类,68.6,较强适配,2026国考职位表/中央机关及直属机构口径（第三方镜像）,4723.0,2.0,4721.0,0.0,0.0,0.0,100.0,0.0,0.0,主要靠专业大类/门类岗位,税务系统(3842)；财政审计金融监管(824)；公安/移民/基层执法(35)；海关/边检(18)；统计调查(15)；交通海事民航铁路(4),9781.0,74.37,3602.0,3.0,0.1,59.5,73.0,1.5,85.64,485.0,10.3,89.7,4162.0,88.1,84.09,324.0,5047.0,2.0,5045.0,very_high,升学后较强潜力,存在专业代码或专业名称精确匹配，并有直接学历兼容岗位。,头部院校优势主要体现在保研/读研后进入更高层级岗位。,区域重点/特色院校可重点面向省市县税务、执法、市场监管和事业单位路径。,应用本科可走县区基层、行政执法和地方单位，学校层级不宜夸大。,上海出入境边防检查总站|上海市公安局特勤局|上海市邮政管理局|中国人民银行|中国人民银行云南省分行|中国人民银行内蒙古自治区分行|中国人民银行北京市分行|中国人民银行吉林省分行,一级主任科员及以下|一级主任科员及以下一|一级主任科员及以下（一）|一级主任科员及以下（三）|一级主任科员及以下（二）|一级主办及以下|一级主办及以下(一)|一级主办及以下(二)
020310T,金融科技,本科(普通),,本科,经济学,金融学类,75.9,强适配,2026国考职位表/中央机关及直属机构口径（第三方镜像）,4733.0,12.0,4721.0,0.0,0.0,0.3,99.7,0.0,0.0,主要靠专业大类/门类岗位,税务系统(3842)；财政审计金融监管(834)；公安/移民/基层执法(35)；海关/边检(18)；统计调查(15)；交通海事民航铁路(4),9796.0,74.37,3610.0,3.0,0.1,59.5,80.0,1.7,85.69,487.0,10.3,89.42,4163.0,88.0,84.09,407.0,5141.0,97.0,5044.0,very_high,升学后较强潜力,存在专业代码或专业名称精确匹配，并有直接学历兼容岗位。,头部院校可把该专业作为中央/省级机关、选调和研究生岗位的主赛道之一。,区域重点/特色院校可重点面向省市县税务、执法、市场监管和事业单位路径。,应用本科可走县区基层、行政执法和地方单位，学校层级不宜夸大。,上海出入境边防检查总站|上海市公安局特勤局|上海市邮政管理局|中国人民银行|中国人民银行上海总部|中国人民银行云南省分行|中国人民银行内蒙古自治区分行|中国人民银行北京市分行,一级主任科员及以下|一级主任科员及以下一|一级主任科员及以下（一）|一级主任科员及以下（三）|一级主任科员及以下（二）|一级主办及以下|一级主办及以下(一)|一级主办及以下(二)
020311TK,金融审计,本科(普通),,本科,经济学,金融学类,77.9,强适配,2026国考职位表/中央机关及直属机构口径（第三方镜像）,4740.0,19.0,4721.0,0.0,0.0,0.4,99.6,0.0,0.0,主要靠专业大类/门类岗位,税务系统(3842)；财政审计金融监管(838)；公安/移民/基层执法(36)；海关/边检(28)；统计调查(15)；交通海事民航铁路(4),9808.0,74.42,3615.0,3.0,0.1,59.5,79.0,1.7,84.54,491.0,10.4,89.08,4167.0,87.9,84.32,403.0,5143.0,99.0,5044.0,very_high,升学后较强潜力,存在专业代码或专业名称精确匹配，并有直接学历兼容岗位。,头部院校可把该专业作为中央/省级机关、选调和研究生岗位的主赛道之一。,区域重点/特色院校可重点面向省市县税务、执法、市场监管和事业单位路径。,应用本科可走县区基层、行政执法和地方单位，学校层级不宜夸大。,上海出入境边防检查总站|上海市公安局特勤局|上海市邮政管理局|中国人民银行|中国人民银行上海总部|中国人民银行云南省分行|中国人民银行内蒙古自治区分行|中国人民银行北京市分行,一级主任科员及以下|一级主任科员及以下一|一级主任科员及以下（一）|一级主任科员及以下（三）|一级主任科员及以下（二）|一级主办及以下|一级主办及以下(一)|一级主办及以下(二)
020401,国际经济与贸易,本科(普通),,本科,经济学,经济与贸易类,75.3,强适配,2026国考职位表/中央机关及直属机构口径（第三方镜像）,2993.0,24.0,2969.0,0.0,0.0,0.8,99.2,0.0,0.0,主要靠专业大类/门类岗位,税务系统(2333)；财政审计金融监管(588)；海关/边检(43)；公安/移民/基层执法(26)；统计调查(15),6085.0,79.06,2188.0,1.0,0.0,297.0,41.0,1.4,169.54,334.0,11.2,94.55,2617.0,87.4,89.13,292.0,3285.0,30.0,3255.0,very_high,升学后较强潜力,存在专业代码或专业名称精确匹配，并有直接学历兼容岗位。,头部院校可把该专业作为中央/省级机关、选调和研究生岗位的主赛道之一。,区域重点/特色院校可重点面向省市县税务、执法、市场监管和事业单位路径。,应用本科可走县区基层、行政执法和地方单位，学校层级不宜夸大。,上海出入境边防检查总站|上海市公安局特勤局|中国人民银行|中国人民银行云南省分行|中国人民银行内蒙古自治区分行|中国人民银行北京市分行|中国人民银行吉林省分行|中国人民银行四川省分行,一级主任科员及以下|一级主任科员及以下（二）|一级主办及以下|一级主办及以下（一）|一级主办及以下（三）|一级主办及以下（二十一）|一级主办及以下（二十四）|一级主办及以下（二）
020402,贸易经济,本科(普通),,本科,经济学,经济与贸易类,71.8,较强适配,2026国考职位表/中央机关及直属机构口径（第三方镜像）,2980.0,11.0,2969.0,0.0,0.0,0.4,99.6,0.0,0.0,主要靠专业大类/门类岗位,税务系统(2333)；财政审计金融监管(588)；海关/边检(30)；公安/移民/基层执法(24)；统计调查(15),6070.0,79.02,2178.0,1.0,0.0,297.0,40.0,1.3,172.96,332.0,11.1,94.94,2607.0,87.5,88.98,288.0,3268.0,13.0,3255.0,very_high,升学后较强潜力,存在专业代码或专业名称精确匹配，并有直接学历兼容岗位。,头部院校优势主要体现在保研/读研后进入更高层级岗位。,区域重点/特色院校可重点面向省市县税务、执法、市场监管和事业单位路径。,应用本科可走县区基层、行政执法和地方单位，学校层级不宜夸大。,上海出入境边防检查总站|上海市公安局特勤局|中国人民银行|中国人民银行云南省分行|中国人民银行内蒙古自治区分行|中国人民银行北京市分行|中国人民银行吉林省分行|中国人民银行四川省分行,一级主任科员及以下|一级主任科员及以下（二）|一级主办及以下|一级主办及以下（一）|一级主办及以下（三）|一级主办及以下（二十一）|一级主办及以下（二十四）|一级主办及以下（二）
020403T,国际经济发展合作,本科(普通),,本科,经济学,经济与贸易类,69.2,较强适配,2026国考职位表/中央机关及直属机构口径（第三方镜像）,2975.0,6.0,2969.0,0.0,0.0,0.2,99.8,0.0,0.0,主要靠专业大类/门类岗位,税务系统(2333)；财政审计金融监管(588)；海关/边检(26)；公安/移民/基层执法(24)；统计调查(15),6062.0,78.86,2174.0,0.0,0.0,,40.0,1.3,172.96,331.0,11.1,95.12,2604.0,87.5,88.88,288.0,3263.0,8.0,3255.0,very_high,升学后较强潜力,存在专业代码或专业名称精确匹配，并有直接学历兼容岗位。,头部院校优势主要体现在保研/读研后进入更高层级岗位。,区域重点/特色院校可重点面向省市县税务、执法、市场监管和事业单位路径。,应用本科可走县区基层、行政执法和地方单位，学校层级不宜夸大。,上海出入境边防检查总站|上海市公安局特勤局|中国人民银行|中国人民银行云南省分行|中国人民银行内蒙古自治区分行|中国人民银行北京市分行|中国人民银行吉林省分行|中国人民银行四川省分行,一级主任科员及以下|一级主任科员及以下（二）|一级主办及以下|一级主办及以下（一）|一级主办及以下（三）|一级主办及以下（二十一）|一级主办及以下（二十四）|一级主办及以下（二）
030101K,法学,本科(普通),,本科,法学,法学类,91.1,强适配,2026国考职位表/中央机关及直属机构口径（第三方镜像）,3377.0,804.0,2573.0,0.0,0.0,23.8,76.2,0.0,0.0,以对口岗位为主,税务系统(2293)；财政审计金融监管(584)；海关/边检(306)；公安/移民/基层执法(192)；交通海事民航铁路(59)；统计调查(13),5908.0,105.77,2026.0,17.0,0.5,361.93,75.0,2.2,144.44,537.0,15.9,130.38,2748.0,81.4,117.39,447.0,3825.0,1159.0,2666.0,very_high,升学后较强潜力,存在专业代码或专业名称精确匹配，并有直接学历兼容岗位。,头部院校可把该专业作为中央/省级机关、选调和研究生岗位的主赛道之一。,区域重点/特色院校可重点面向省市县税务、执法、市场监管和事业单位路径。,应用本科可走县区基层、行政执法和地方单位，学校层级不宜夸大。,上海出入境边防检查总站|上海市公安局特勤局|上海海事局|上海海关|上海海关缉私局|上海铁路公安局|东北虎豹国家公园管理局|中国井冈山干部学院,一处一级主任科员及以下|一处一级警长及以下|一级主任科员及以下|一级主任科员及以下二|一级主任科员及以下（一）|一级主任科员及以下（三）|一级主任科员及以下（二）|一级主任科员及以下（四）
030102T,知识产权,本科(普通),,本科,法学,法学类,81.9,强适配,2026国考职位表/中央机关及直属机构口径（第三方镜像）,3056.0,141.0,2915.0,0.0,0.0,4.6,95.4,0.0,0.0,以对口岗位为主,税务系统(2293)；财政审计金融监管(455)；海关/边检(192)；公安/移民/基层执法(96)；交通海事民航铁路(52)；统计调查(13),5419.0,102.64,1898.0,11.0,0.4,510.95,65.0,2.1,139.45,358.0,11.7,104.4,2622.0,85.8,117.07,334.0,3390.0,166.0,3224.0,very_high,升学后较强潜力,存在专业代码或专业名称精确匹配，并有直接学历兼容岗位。,头部院校可把该专业作为中央/省级机关、选调和研究生岗位的主赛道之一。,区域重点/特色院校可重点面向省市县税务、执法、市场监管和事业单位路径。,应用本科可走县区基层、行政执法和地方单位，学校层级不宜夸大。,上海出入境边防检查总站|上海市公安局特勤局|上海海关|上海海关缉私局|上海铁路公安局|东北虎豹国家公园管理局|中国井冈山干部学院|中国人民银行上海总部,一处一级主任科员及以下|一处一级警长及以下|一级主任科员及以下|一级主任科员及以下二|一级主任科员及以下（一）|一级主任科员及以下（三）|一级主任科员及以下（二）|一级主任科员及以下（四）
030103T,监狱学,本科(普通),,本科,法学,法学类,70.3,较强适配,2026国考职位表/中央机关及直属机构口径（第三方镜像）,2930.0,12.0,2918.0,0.0,0.0,0.4,99.6,0.0,0.0,主要靠专业大类/门类岗位,税务系统(2293)；财政审计金融监管(436)；公安/移民/基层执法(108)；海关/边检(81)；交通海事民航铁路(52)；统计调查(13),5279.0,101.98,1792.0,11.0,0.4,510.95,64.0,2.2,141.07,353.0,12.0,112.31,2502.0,85.4,113.71,319.0,3249.0,19.0,3230.0,very_high,升学后较强潜力,存在专业代码或专业名称精确匹配，并有直接学历兼容岗位。,头部院校优势主要体现在保研/读研后进入更高层级岗位。,区域重点/特色院校可重点面向省市县税务、执法、市场监管和事业单位路径。,应用本科可走县区基层、行政执法和地方单位，学校层级不宜夸大。,上海出入境边防检查总站|上海市公安局特勤局|上海海关缉私局|上海铁路公安局|东北虎豹国家公园管理局|中国井冈山干部学院|中国人民银行上海总部|中国人民银行云南省分行,一处一级主任科员及以下|一处一级警长及以下|一级主任科员及以下|一级主任科员及以下二|一级主任科员及以下（一）|一级主任科员及以下（三）|一级主任科员及以下（二）|一级主任科员及以下（四）
